Date,Year,Month,cashInReport,Card2,Card,DD,UE,GH,CN,DD2,UE2,GH2,CN2,DD Fees,UE Fees,GH Fees,Catering,otherCash,Foodja,Foodja2,Foodja Fees,Zelle,Ez Cater,Ez Cater2,EzCater Fees,Relish,Relish2,Relish Fees,waiter.com,CC Fees,createdAt,updatedAt,createdBy
22-Mar-24,2024,Mar,,2577.17,2657.11,474.44,165.75,122.33,,,,,,474.44,165.75,122.33,80,232,96.92,,31.0144,,,,0,,,0,,79.94,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Mar-24,2024,Mar,28.41,2425.03,2499.6,417.79,268.94,78.28,,,,,,417.79,268.94,78.28,1230,315,,,0,,,,0,,,0,,74.57,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Mar-24,2024,Mar,,1585.56,1636.89,530.26,241.5,110.21,,1606.64,,,,-1076.38,241.5,110.21,150,470,,,0,,,,0,,,0,,51.33,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-Mar-24,2024,Mar,,1019.5,1052.97,215.86,277.9,167.49,,,,,,215.86,277.9,167.49,40,,179.82,,57.5424,,,,0,,,0,,33.47,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
26-Mar-24,2024,Mar,4.3,1341.45,1384.5,231.94,96.16,21.54,,,,,,231.94,96.16,21.54,,270,,,0,,,,0,,,0,,43.05,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
27-Mar-24,2024,Mar,8.59,1466.43,1514.46,289.33,117.02,84.26,,,,,,289.33,117.02,84.26,250,61,519.46,,166.2272,,,,0,,,0,,48.03,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Mar-24,2024,Mar,,2359.31,2436.18,313.49,198.94,160.64,,,,,,313.49,198.94,160.64,,33,,,0,,,,0,,,0,,76.87,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-Mar-24,2024,Mar,15.07,2526.38,2617.49,189.68,477.32,111.52,,,,,,189.68,477.32,111.52,205,270,,,0,,,,0,,,0,,91.11,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Mar-24,2024,Mar,,2331.28,2403.37,547.42,281.57,205.24,,,,,,547.42,281.57,205.24,178,290,,,0,,,,0,,,0,,72.09,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
31-Mar-24,2024,Mar,,2270.67,2341.13,311.87,273.96,20.5,,1441.34,4748.34,2199.78,,-1129.47,-4474.38,-2179.28,600,23,,2123.84,0,,,,0,,,0,,70.46,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Apr-24,2024,Apr,,1472.62,1508.72,378.07,209.5,69.98,,,,,,378.07,209.5,69.98,,277,,,0,,,,0,,,0,,36.1,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-Apr-24,2024,Apr,,969.84,1001.69,199.16,196.82,64.37,,,,,,199.16,196.82,64.37,,106,120,,38.4,,,,0,,,0,,31.85,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
3-Apr-24,2024,Apr,2.14,1236.86,1276.82,416.55,158.17,38.38,,,,,,416.55,158.17,38.38,,328.62,182.88,,58.5216,,,,0,,,0,,39.96,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
4-Apr-24,2024,Apr,,1528.14,1575.27,703.1,116.89,67.52,,,,,,703.1,116.89,67.52,300,62.13,,,0,,,,0,,,0,,47.13,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Apr-24,2024,Apr,,2460.44,2541.44,393.43,215.3,113.18,,,,,,393.43,215.3,113.18,,128,100,,32,,,,0,,,0,,81,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Apr-24,2024,Apr,20.26,2380.72,3422.49,644.72,574.89,21.54,,,,,,644.72,574.89,21.54,1780,254,,,0,,,,0,,,0,,1041.77,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Apr-24,2024,Apr,,1651,1706.85,262.22,241.19,41.35,,2091.46,,,,-1829.24,241.19,41.35,600,313,,,0,,,,0,,,0,,55.85,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
8-Apr-24,2024,Apr,,1447.37,1493.47,554.82,242.93,,,,,,,554.82,242.93,0,100,123,325.83,,104.2656,,,,0,,,0,,46.1,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-Apr-24,2024,Apr,,1412.34,1456.28,143.59,205.76,,,,,,,143.59,205.76,0,,100,,,0,,,,0,,,0,,43.94,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-Apr-24,2024,Apr,,907.65,938.49,387.84,398.88,86.19,,,,,,387.84,398.88,86.19,,48,77.9,,24.928,,,,0,,,0,,30.84,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Apr-24,2024,Apr,4.3,1306.88,1347.16,192.8,304.94,,,,,,,192.8,304.94,0,,58,,,0,,,,0,,,0,,40.28,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-Apr-24,2024,Apr,,2669.72,2756.77,79.7,613.52,62.83,,,,,,79.7,613.52,62.83,,251,209.8,,67.136,,,,0,,,0,,87.05,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Apr-24,2024,Apr,,3072.86,3178.57,462.92,284.19,30.55,,,,,,462.92,284.19,30.55,670,197,,,0,,,,0,,,0,,105.71,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-Apr-24,2024,Apr,,2286.11,2559.34,300.3,158.43,186.5,,1492.44,,,,-1192.14,158.43,186.5,400,256,,,0,,,,0,,,0,,273.23,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Apr-24,2024,Apr,,1512.44,1559.34,161.27,193.55,26.91,,,,,,161.27,193.55,26.91,,141,246.79,,78.9728,,,,0,,,0,,46.9,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Apr-24,2024,Apr,,1216.51,1257.26,175.19,584.41,,,,,,,175.19,584.41,0,185,62,85.92,,27.4944,,,,0,,,0,,40.75,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Apr-24,2024,Apr,4.3,1275.13,1316.62,359.45,298.78,,,,,,,359.45,298.78,0,600,103,,,0,,,,0,,,0,,41.49,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
18-Apr-24,2024,Apr,,1814.23,1873.85,261.1,104.24,,,,,,,261.1,104.24,0,80,204,,,0,,,,0,,,0,,59.62,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Apr-24,2024,Apr,,2609.05,2693.16,242.62,161.42,170.16,,,,,,242.62,161.42,170.16,520,126,187.84,,60.1088,,,,0,,,0,,84.11,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
20-Apr-24,2024,Apr,,2112.94,2180.8,804.63,505.21,,,,,,,804.63,505.21,0,300,162,,,0,,,,0,,,0,,67.86,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-Apr-24,2024,Apr,,2429.15,2504.24,225.44,358.63,39.62,,1577.93,,,,-1352.49,358.63,39.62,110,204.48,,,0,,,,0,,,0,,75.09,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-Apr-24,2024,Apr,,883.55,911.09,315.25,212.46,152.55,,,,,,315.25,212.46,152.55,,41,135.87,,43.4784,,,,0,,,0,,27.54,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Apr-24,2024,Apr,,1151.7,1191.04,205.95,186.25,85.07,,,,,,205.95,186.25,85.07,,115,418.69,,133.9808,,,,0,,,0,,39.34,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Apr-24,2024,Apr,,1611.16,1660.63,216.2,407.08,210.07,,,,,,216.2,407.08,210.07,570,30,65.94,,21.1008,,,,0,,,0,,49.47,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-Apr-24,2024,Apr,,1316.13,1357.91,372.94,174.84,120.86,,,,,,372.94,174.84,120.86,50,123,,,0,,,,0,,,0,,41.78,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
26-Apr-24,2024,Apr,,2214.3,2283.77,422.04,489.35,138.54,,,,,,422.04,489.35,138.54,600,217,,,0,,,,0,,,0,,69.47,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
27-Apr-24,2024,Apr,,3404.65,3505.31,245.02,191.8,120.06,,,,,,245.02,191.8,120.06,540,124,,,0,,,,0,,,0,,100.66,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Apr-24,2024,Apr,8.6,2570.15,2650.79,379.71,376.39,67.29,,1533.1,,,,-1153.39,376.39,67.29,150,127,,,0,,,,0,,,0,,80.64,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-Apr-24,2024,Apr,,1634.85,1686.48,278.21,174.23,,,,,,,278.21,174.23,0,,113,,,0,,,,0,,,0,,51.63,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Apr-24,2024,Apr,4.3,1582.57,1631.59,197.28,204.72,21.54,,,5366.32,1248.78,,197.28,-5161.6,-1227.24,,100,527,1524.52,168.64,,,,0,,,0,,49.02,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-May-24,2024,May,4.29,1371.2,1417.55,172.51,409.19,29.48,,,,,,172.51,409.19,29.48,125,113,,,0,,,,0,,,0,,46.35,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-May-24,2024,May,,1518.69,1566.81,449.03,142.66,,,,,,,449.03,142.66,0,,131,,,0,,,,0,,,0,,48.12,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
3-May-24,2024,May,,2632.05,2717.37,335.8,127.11,24.17,,,,,,335.8,127.11,24.17,795,144,,,0,,,,0,,,0,,85.32,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
4-May-24,2024,May,,2695.12,2783.09,503.07,325.45,147.62,,,,,,503.07,325.45,147.62,,63,,,0,,,,0,,,0,,87.97,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-May-24,2024,May,,2838.75,2924.56,220.63,350,374.96,,1487.55,,,,-1266.92,350,374.96,310,139,,,0,,,,0,,,0,,85.81,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-May-24,2024,May,,876.31,903.63,106.35,240.37,,,,,,,106.35,240.37,0,,152,,,0,,,,0,,,0,,27.32,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-May-24,2024,May,,1144.88,1181.37,158.53,50.17,59.45,,,,,,158.53,50.17,59.45,,111,,,0,,,,0,,,0,,36.49,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
8-May-24,2024,May,4.28,1426.63,1471.56,255.25,318.26,,,,,,,255.25,318.26,0,,110,181.84,,58.1888,,,,0,,,0,,44.93,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-May-24,2024,May,,1895.64,1956.41,141.82,257.91,16.15,,,,,,141.82,257.91,16.15,75,238,,,0,,,,0,,,0,,60.77,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-May-24,2024,May,87,2027.23,2091.18,709.98,191.38,142.39,,,,,,709.98,191.38,142.39,800,223,166.83,,53.3856,,,,0,,,0,,63.95,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-May-24,2024,May,4.3,2389.79,2466.81,344.5,337.68,,,,,,,344.5,337.68,0,50,386,,,0,,,,0,,,0,,77.02,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-May-24,2024,May,84,4611.4,4756.19,368.22,281.16,45.56,,1414.43,,,,-1046.21,281.16,45.56,,173,,,0,,,,0,,,0,,144.79,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-May-24,2024,May,32,1198.21,1236.18,370.31,163.49,48.7,,,,,,370.31,163.49,48.7,,145,,,0,,,,0,,,0,,37.97,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-May-24,2024,May,,1175.46,1212.33,206.04,165.98,135.36,,,,,,206.04,165.98,135.36,,150,163.85,,52.432,,,,0,,,0,,36.87,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-May-24,2024,May,18,2130.35,2220.84,307.29,274.07,,,,,,,307.29,274.07,0,,131,,,0,,,,0,,,0,,90.49,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-May-24,2024,May,,2047.27,2115.88,279.03,282.52,21.54,,,,,,279.03,282.52,21.54,,143,101.94,,32.6208,,,,0,,,0,,68.61,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-May-24,2024,May,,2860.15,2953.09,88.97,313.26,181.68,,,,,,88.97,313.26,181.68,170,60,137.87,,44.1184,,,,0,,,0,,92.94,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
18-May-24,2024,May,7.53,2166.71,2236.43,353.45,348.13,274.93,,,,,,353.45,348.13,274.93,650,210,,,0,,,,0,,,0,,69.72,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-May-24,2024,May,,2438.34,2515.49,466.75,186.96,120.12,,1423.06,,,,-956.31,186.96,120.12,200,270,,,0,,,,0,,,0,,77.15,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
20-May-24,2024,May,18.3,1042.31,1073.5,270.87,237.68,,,,,,,270.87,237.68,0,,15,358.7,,114.784,,,,0,,,0,,31.19,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-May-24,2024,May,,1179.14,1218.22,139.21,174.71,43.17,,,,,,139.21,174.71,43.17,,172,,,0,,,,0,,,0,,39.08,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-May-24,2024,May,,1555.3,1602.74,36.17,221.23,47.32,,,,,,36.17,221.23,47.32,300,92,119.89,,38.3648,,,,0,,,0,,47.44,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-May-24,2024,May,5,1943.7,2004.95,210.23,285.91,62.05,,,,,,210.23,285.91,62.05,,74,,,0,,,,0,,,0,,61.25,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-May-24,2024,May,2.14,2543.58,2626.17,595.28,400.85,88.74,,,,,,595.28,400.85,88.74,,147,70.94,,22.7008,,,,0,,,0,,82.59,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-May-24,2024,May,,1895.02,1957.01,319.75,202.61,113.9,,,,,,319.75,202.61,113.9,1315,205,,,0,,,,0,,,0,,61.99,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
26-May-24,2024,May,4.28,2960.11,3067.05,276.7,247.06,,,1290.45,,,,-1013.75,247.06,0,460,285,,,0,,,,0,,,0,,106.94,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
27-May-24,2024,May,4,2258.36,2340.26,290.82,231.61,,,190.64,,,,100.18,231.61,0,,113,,,0,,,,0,,,0,,81.9,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-May-24,2024,May,,1302.43,1341.83,20.46,188.67,53.97,,15.71,,,,4.75,188.67,53.97,,134,,,0,,,,0,,,0,,39.4,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-May-24,2024,May,,1847,1906.31,62.7,81.97,,,45.47,,,,17.23,81.97,0,550,30,,,0,,,,0,,,0,,59.31,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-May-24,2024,May,,1175.44,1214.64,182.96,209.89,183.5,,106.04,,,,76.92,209.89,183.5,,,220,,70.4,,,,0,,,0,,39.2,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
31-May-24,2024,May,48.44,1827.71,1915.94,221.85,236.7,28.05,,149.86,4353.48,1491.41,,71.99,-4116.78,-1463.36,,210,84,1352.92,26.88,,,,0,,,0,,88.23,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Jun-24,2024,Jun,,3149.94,3257.07,334.19,273.69,199.65,,209.58,,,,124.61,273.69,199.65,725,170,,,0,,,,0,,,0,,107.13,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-Jun-24,2024,Jun,6.44,1498.8,1559.51,379.05,242.59,79.99,,252.86,,,,126.19,242.59,79.99,200,192,,,0,,,,0,,,0,,60.71,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
3-Jun-24,2024,Jun,,1227.74,1267.38,286.43,424.64,,,,,,,286.43,424.64,0,605,46,,,0,,,,0,,,0,,39.64,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
4-Jun-24,2024,Jun,,841.74,868.65,401.74,319.04,18.57,,,,,,401.74,319.04,18.57,,133,,,0,,,,0,,,0,,26.91,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Jun-24,2024,Jun,22,1214.88,1254.2,281.76,339.66,126.61,,,,,,281.76,339.66,126.61,,86,223.8,,71.616,,,,0,,,0,,39.32,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Jun-24,2024,Jun,,1969.21,2065.15,523.03,352.26,407.51,,,,,,523.03,352.26,407.51,,21,,,0,,,,0,,,0,,95.94,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Jun-24,2024,Jun,4.28,2324.69,2437.58,403.45,223.55,51.25,,,,,,403.45,223.55,51.25,85,81.38,133.88,,42.8416,,,,0,,,0,,112.89,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
8-Jun-24,2024,Jun,,3000.47,3104.2,525.69,181.72,35.32,,,,,,525.69,181.72,35.32,705,60,,,0,,,,0,,,0,,103.73,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-Jun-24,2024,Jun,,2616.98,2697.68,306.25,238.76,181.96,,1732.73,,,,-1426.48,238.76,181.96,,45,,,0,,,,0,,,0,,80.7,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-Jun-24,2024,Jun,,719.21,744.04,348.97,243.02,58.84,,,,,,348.97,243.02,58.84,,72,,,0,,,,0,,,0,,24.83,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Jun-24,2024,Jun,,1291.74,1360.16,146.86,380.7,,,,,,,146.86,380.7,0,,60,307.74,,98.4768,,,,0,,,0,,68.42,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-Jun-24,2024,Jun,4.3,1481.66,1529.71,191.42,219.27,22.61,,,,,,191.42,219.27,22.61,,59,,,0,,,,0,,,0,,48.05,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Jun-24,2024,Jun,,1378.27,1421.45,435.86,119.48,67.82,,,,,,435.86,119.48,67.82,50,51,160.84,,51.4688,,,,0,,,0,,43.18,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-Jun-24,2024,Jun,0,2416.95,2522.02,737.15,134.64,139.67,,,,,,737.15,134.64,139.67,295,150,109.9,,35.168,,,,0,,,0,,105.07,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Jun-24,2024,Jun,,2547.86,2643.68,657.41,139.35,68.48,,,,,,657.41,139.35,68.48,2275,213,,,0,,,,0,,,0,,95.82,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Jun-24,2024,Jun,,2355.25,2436.15,656.91,375.69,76.68,,2019.61,,,,-1362.7,375.69,76.68,1100,175,,,0,,,,0,,,0,,80.9,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Jun-24,2024,Jun,,580.85,613.01,165.84,112.49,124.02,,,,,,165.84,112.49,124.02,,138.52,,,0,,,,0,,,0,,32.16,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
18-Jun-24,2024,Jun,,1071.31,1120.82,84.38,145.52,63.63,,,,,,84.38,145.52,63.63,,83,,,0,,,,0,,,0,,49.51,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Jun-24,2024,Jun,86.13,1379.24,1424.37,540.19,126.52,,,,,,,540.19,126.52,0,,30,,,0,,,,0,,,0,,45.13,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
20-Jun-24,2024,Jun,,1487.03,1535.65,525.07,178.37,62.64,,,,,,525.07,178.37,62.64,,56,,,0,,,,0,,,0,,48.62,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-Jun-24,2024,Jun,3.22,2401.56,2479.15,544.67,383.03,126.78,,,,,,544.67,383.03,126.78,350,114,,,0,,,,0,,,0,,77.59,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-Jun-24,2024,Jun,,2598.54,2706.04,304.15,233.41,60.42,,,,,,304.15,233.41,60.42,215,428,,,0,,,,0,,,0,,107.5,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
23-Jun-24,2024,Jun,,1412.34,1456.71,385.73,344.28,29.72,,1658.37,,,,-1272.64,344.28,29.72,660,175,,,0,,,,0,,,0,,44.37,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
24-Jun-24,2024,Jun,,1023.43,1054.86,297.74,211.41,74.03,,183.45,,,,114.29,211.41,74.03,,159,,,0,,,,0,,,0,,31.43,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
25-Jun-24,2024,Jun,,986.78,1016.79,75.43,399.94,32.72,,44.85,,,,30.58,399.94,32.72,,50,345.72,,110.6304,,,,0,,,0,,30.01,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
26-Jun-24,2024,Jun,2,2201.18,2341.86,169.61,513.44,,,111.49,,,,58.12,513.44,0,,60,,,0,,,,0,,,0,,140.68,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
27-Jun-24,2024,Jun,,1372.69,1416.34,301.93,465.2,208.9,,171.16,,,,130.77,465.2,208.9,,97,,,0,,,,0,,,0,,43.65,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
28-Jun-24,2024,Jun,,2599.35,2705.87,534.96,316.6,42,,320.2,,,,214.76,316.6,42,,337,,,0,,,,0,,,0,,106.52,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
29-Jun-24,2024,Jun,4.3,2727.22,2858.19,548.87,251.09,68.34,,374.79,,,,174.08,251.09,68.34,100,161,,,0,,,,0,,,0,,130.97,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
30-Jun-24,2024,Jun,,2486.75,2578.6,361.55,82.07,41.23,,217.45,4635.73,1339.01,,144.1,-4553.66,-1297.78,,222,,1084.1,0,,,,0,,,0,,91.85,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
1-Jul-24,2024,Jul,,826.37,855.13,116.85,174.19,75.41,,75,126.44,42.81,,41.85,47.75,32.6,,105,,,0,,,,0,,,0,,28.76,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
2-Jul-24,2024,Jul,26.89,1338.46,1380.46,359.73,72.69,40.11,,260.59,50.82,27.42,,99.14,21.87,12.69,100,94,,,0,,,,0,,,0,,42,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
3-Jul-24,2024,Jul,,2161.78,2231.11,278.46,252.76,,,135.73,175.42,36.53,,142.73,77.34,-36.53,,197,,,0,,,,0,,,0,,69.33,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
4-Jul-24,2024,Jul,2.14,2631.2,2736.43,589.53,40.93,129.07,,468.48,28.48,88.58,,121.05,12.45,40.49,320,140,,,0,,,,0,,,0,,105.23,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
5-Jul-24,2024,Jul,19.38,3059.96,3146.72,278.52,182.67,,,217.55,125.05,39.56,,60.97,57.62,-39.56,240,110,,388.16,0,,,,0,,,0,,86.76,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
6-Jul-24,2024,Jul,,3027.05,3150.51,63.37,310.47,53.63,,48.66,216.09,0,,14.71,94.38,53.63,,66,,,0,,,,0,,,0,,123.46,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
7-Jul-24,2024,Jul,,1887.76,1947.77,243.29,204.15,83.42,,186.83,142.31,59.13,,56.46,61.84,24.29,100,153,,,0,,,,0,,,0,,60.01,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
8-Jul-24,2024,Jul,4,1036.2,1070.27,419.57,155.64,,,347.25,111.98,0,,72.32,43.66,0,,224,,,0,,,,0,,,0,,34.07,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
9-Jul-24,2024,Jul,8.05,1252.08,1305.57,117.28,231.87,,,84.68,161.58,0,,32.6,70.29,0,,43.06,,,0,,,,0,,,0,,53.49,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
10-Jul-24,2024,Jul,,2119.6,2191.7,21.54,277.62,20.46,,16.54,196.55,13.84,,5,81.07,6.62,,93.97,156.89,,50.2048,,,,0,,,0,,72.1,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
11-Jul-24,2024,Jul,4.28,1664.79,1719.32,210.64,41.35,66.64,,166.52,28.78,47.14,,44.12,12.57,19.5,,0,,,0,,,,0,,,0,,54.53,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
12-Jul-24,2024,Jul,,2841.19,2961.32,406.35,241.77,114.06,,312.05,174.23,77.93,,94.3,67.54,36.13,,172.71,170.87,,54.6784,,,,0,,,0,,120.13,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
13-Jul-24,2024,Jul,,2869.55,2972.23,482.4,397.26,134.46,,390.86,276.91,92,,91.54,120.35,42.46,948,99.12,,,0,,,,0,,,0,,102.68,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
14-Jul-24,2024,Jul,,1689.32,1742.26,303.39,702.18,262.35,,256.5,509.67,186.19,,46.89,192.51,76.16,,164,,,0,,,,0,,,0,,52.94,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
15-Jul-24,2024,Jul,,1767.02,1821.49,191.05,65.7,82.86,,153.06,45.72,56.66,,37.99,19.98,26.2,,51.12,,,0,,,,0,,,0,,54.47,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
16-Jul-24,2024,Jul,,1315.09,1355.15,397.26,126.94,112.78,,305.07,91.86,82.18,,92.19,35.08,30.6,,50,175.38,,56.1216,,,,0,,,0,,40.06,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
17-Jul-24,2024,Jul,,1084.11,1120.1,154.15,143.02,73.08,,126.42,108.07,56.98,,27.73,34.95,16.1,,111,177.88,,56.9216,,,,0,,,0,,35.99,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
18-Jul-24,2024,Jul,2.14,2162.91,2228.31,449.12,140.78,163.13,,344.89,97.98,111.52,,104.23,42.8,51.61,,30,178,231.98,56.96,,,,0,,,0,,65.4,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
19-Jul-24,2024,Jul,,2000.49,2080.98,240.51,233.68,72.55,,184.68,175.72,56.26,,55.83,57.96,16.29,,355,,,0,,,,0,,,0,,80.49,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
20-Jul-24,2024,Jul,,2459.61,2539.15,274.32,556.27,,,210.66,387.16,0,,63.66,169.11,0,,87,,,0,,,,0,,,0,,79.54,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
21-Jul-24,2024,Jul,,2108.7,2194.64,301.99,312.2,129.21,,239.78,220.7,94.18,,62.21,91.5,35.03,440,46.06,,,0,,,,0,,,0,,85.94,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
22-Jul-24,2024,Jul,,790.72,815.87,107.97,63.74,29.06,,82.91,44.36,19.78,,25.06,19.38,9.28,417,87.83,,,0,,,,0,,,0,,25.15,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,1
